scenario,profile,slot_count,group,prefill_batch,decode_batch,samples,gpu_mean_ms,gpu_median_ms,gpu_p95_ms,gpu_max_ms
decode_bs16,decode,16,decode_sample,1,8,1,0.054944,0.054944,0.054944,0.054944
decode_bs16,decode,16,decode_sample,1,9,1,0.053024,0.053024,0.053024,0.053024
decode_bs16,decode,16,decode_sample,1,10,1,0.063264,0.063264,0.063264,0.063264
decode_bs16,decode,16,decode_sample,1,11,1,0.06224,0.06224,0.06224,0.06224
decode_bs16,decode,16,decode_sample,1,12,1,0.068384,0.068384,0.068384,0.068384
decode_bs16,decode,16,decode_sample,1,13,1,0.074528,0.074528,0.074528,0.074528
decode_bs16,decode,16,decode_sample,1,14,1,0.075552,0.075552,0.075552,0.075552
decode_bs16,decode,16,decode_sample,1,15,8,0.08416799999999999,0.084256,0.0875824,0.08784
decode_bs16,decode,16,prefill_cache_commit,1,0,2,0.003584,0.003584,0.0040447999999999994,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,1,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,2,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,3,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,4,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,5,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,6,1,0.00512,0.00512,0.00512,0.00512
decode_bs16,decode,16,prefill_cache_commit,1,7,1,0.003072,0.003072,0.003072,0.003072
decode_bs16,decode,16,prefill_cache_commit,1,8,1,0.003072,0.003072,0.003072,0.003072
decode_bs16,decode,16,prefill_cache_commit,1,9,1,0.003072,0.003072,0.003072,0.003072
decode_bs16,decode,16,prefill_cache_commit,1,10,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,11,1,0.003072,0.003072,0.003072,0.003072
decode_bs16,decode,16,prefill_cache_commit,1,12,1,0.003072,0.003072,0.003072,0.003072
decode_bs16,decode,16,prefill_cache_commit,1,13,1,0.003072,0.003072,0.003072,0.003072
decode_bs16,decode,16,prefill_cache_commit,1,14,1,0.004096,0.004096,0.004096,0.004096
decode_bs16,decode,16,prefill_cache_commit,1,15,8,0.003584,0.003584,0.004096,0.004096
decode_bs16,decode,16,prefill_engine,1,0,2,18.127968000000003,18.127968000000003,18.1944096,18.201792
decode_bs16,decode,16,prefill_engine,1,1,1,18.141184,18.141184,18.141184,18.141184
decode_bs16,decode,16,prefill_engine,1,2,1,18.200577,18.200577,18.200577,18.200577
decode_bs16,decode,16,prefill_engine,1,3,1,18.144257,18.144257,18.144257,18.144257
decode_bs16,decode,16,prefill_engine,1,4,1,18.154495,18.154495,18.154495,18.154495
decode_bs16,decode,16,prefill_engine,1,5,1,18.236416,18.236416,18.236416,18.236416
decode_bs16,decode,16,prefill_engine,1,6,1,18.241535,18.241535,18.241535,18.241535
decode_bs16,decode,16,prefill_engine,1,7,1,18.839552,18.839552,18.839552,18.839552
decode_bs16,decode,16,prefill_engine,1,8,1,19.162111,19.162111,19.162111,19.162111
decode_bs16,decode,16,prefill_engine,1,9,1,19.060736,19.060736,19.060736,19.060736
decode_bs16,decode,16,prefill_engine,1,10,1,18.91328,18.91328,18.91328,18.91328
decode_bs16,decode,16,prefill_engine,1,11,1,19.048449,19.048449,19.048449,19.048449
decode_bs16,decode,16,prefill_engine,1,12,1,19.217407,19.217407,19.217407,19.217407
decode_bs16,decode,16,prefill_engine,1,13,1,19.169279,19.169279,19.169279,19.169279
decode_bs16,decode,16,prefill_engine,1,14,1,19.141632,19.141632,19.141632,19.141632
decode_bs16,decode,16,prefill_engine,1,15,8,19.119488,19.1037435,19.24049985,19.271681
decode_bs16,decode,16,prefill_prepare,1,0,2,0.051488,0.051488,0.0724256,0.074752
decode_bs16,decode,16,prefill_prepare,1,1,1,0.028352,0.028352,0.028352,0.028352
decode_bs16,decode,16,prefill_prepare,1,2,1,0.027648,0.027648,0.027648,0.027648
decode_bs16,decode,16,prefill_prepare,1,3,1,0.027648,0.027648,0.027648,0.027648
decode_bs16,decode,16,prefill_prepare,1,4,1,0.02944,0.02944,0.02944,0.02944
decode_bs16,decode,16,prefill_prepare,1,5,1,0.03072,0.03072,0.03072,0.03072
decode_bs16,decode,16,prefill_prepare,1,6,1,0.0288,0.0288,0.0288,0.0288
decode_bs16,decode,16,prefill_prepare,1,7,1,0.028352,0.028352,0.028352,0.028352
decode_bs16,decode,16,prefill_prepare,1,8,1,0.026624,0.026624,0.026624,0.026624
decode_bs16,decode,16,prefill_prepare,1,9,1,0.027648,0.027648,0.027648,0.027648
decode_bs16,decode,16,prefill_prepare,1,10,1,0.027744,0.027744,0.027744,0.027744
decode_bs16,decode,16,prefill_prepare,1,11,1,0.026624,0.026624,0.026624,0.026624
decode_bs16,decode,16,prefill_prepare,1,12,1,0.027232,0.027232,0.027232,0.027232
decode_bs16,decode,16,prefill_prepare,1,13,1,0.026336,0.026336,0.026336,0.026336
decode_bs16,decode,16,prefill_prepare,1,14,1,0.027264,0.027264,0.027264,0.027264
decode_bs16,decode,16,prefill_prepare,1,15,8,0.027479999999999997,0.027648,0.027648,0.027648
decode_bs16,decode,16,prefill_sample,1,0,2,0.027743999999999998,0.027743999999999998,0.0302208,0.030496
decode_bs16,decode,16,prefill_sample,1,1,1,0.018912,0.018912,0.018912,0.018912
decode_bs16,decode,16,prefill_sample,1,2,1,0.020352,0.020352,0.020352,0.020352
decode_bs16,decode,16,prefill_sample,1,3,1,0.018336,0.018336,0.018336,0.018336
decode_bs16,decode,16,prefill_sample,1,4,1,0.021504,0.021504,0.021504,0.021504
decode_bs16,decode,16,prefill_sample,1,5,1,0.018176,0.018176,0.018176,0.018176
decode_bs16,decode,16,prefill_sample,1,6,1,0.024864,0.024864,0.024864,0.024864
decode_bs16,decode,16,prefill_sample,1,7,1,0.02048,0.02048,0.02048,0.02048
decode_bs16,decode,16,prefill_sample,1,8,1,0.02752,0.02752,0.02752,0.02752
decode_bs16,decode,16,prefill_sample,1,9,1,0.02496,0.02496,0.02496,0.02496
decode_bs16,decode,16,prefill_sample,1,10,1,0.019104,0.019104,0.019104,0.019104
decode_bs16,decode,16,prefill_sample,1,11,1,0.021184,0.021184,0.021184,0.021184
decode_bs16,decode,16,prefill_sample,1,12,1,0.022208,0.022208,0.022208,0.022208
decode_bs16,decode,16,prefill_sample,1,13,1,0.024032,0.024032,0.024032,0.024032
decode_bs16,decode,16,prefill_sample,1,14,1,0.023232,0.023232,0.023232,0.023232
decode_bs16,decode,16,prefill_sample,1,15,8,0.024892,0.024416,0.0322688,0.03424
overlap_p1_d15,overlap,16,decode_engine,0,1,1,6.998016,6.998016,6.998016,6.998016
overlap_p1_d15,overlap,16,decode_engine,0,2,1,7.104512,7.104512,7.104512,7.104512
overlap_p1_d15,overlap,16,decode_engine,0,3,1,7.2192,7.2192,7.2192,7.2192
overlap_p1_d15,overlap,16,decode_engine,0,4,1,7.3984,7.3984,7.3984,7.3984
overlap_p1_d15,overlap,16,decode_engine,0,5,1,7.711744,7.711744,7.711744,7.711744
overlap_p1_d15,overlap,16,decode_engine,0,6,2,8.026112,8.026112,8.058368,8.061952
overlap_p1_d15,overlap,16,decode_engine,0,7,3,14.649344000000001,14.63296,14.6854912,14.691328
overlap_p1_d15,overlap,16,decode_engine,0,8,2,14.67904,14.67904,14.7057664,14.708736
overlap_p1_d15,overlap,16,decode_engine,0,9,2,14.698496,14.698496,14.728908800000001,14.732288
overlap_p1_d15,overlap,16,decode_engine,0,10,1,14.769152,14.769152,14.769152,14.769152
overlap_p1_d15,overlap,16,decode_engine,1,1,26,10.099160615384616,9.540096,9.860608,24.812544
overlap_p1_d15,overlap,16,decode_engine,1,2,27,10.058600333333333,9.511936,10.0128768,24.268801
overlap_p1_d15,overlap,16,decode_engine,1,3,26,10.194116884615385,9.563648,10.11456,24.468479
overlap_p1_d15,overlap,16,decode_engine,1,4,14,11.087433142857142,9.97888,15.612979199999995,24.733696
